date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:18:55	99831/99831	UR-M--	200	added ('Partial%20Content')	image/png	date:Mon,%2020%20Mar%202023%2015:43:32%20GMT	https://creativefox.studio/assets/reviews/6.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/reviews/6.png	(from https://creativefox.studio/)
00:18:56	9302/9302	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/Couture-Bold.eot?	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/Couture-Boldd41d.eot	(from https://creativefox.studio/pre_ordered/css/style.css)
00:18:57	5416/5416	---M--	200	added ('OK')	font/woff	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/Couture-Bold.woff	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/Couture-Bold.woff	(from https://creativefox.studio/pre_ordered/css/style.css)
00:18:58	9028/9028	---M--	200	added ('OK')	font/ttf	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/Couture-Bold.ttf	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/Couture-Bold.ttf	(from https://creativefox.studio/pre_ordered/css/style.css)
00:18:58	20552/20552	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/Couture-Bold.svg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/Couture-Bold.svg	(from https://creativefox.studio/pre_ordered/css/style.css)
00:18:59	15946/15946	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.eot	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.eot	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:00	278352/278352	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Mar%202023%2001:44:48%20GMT	https://creativefox.studio/assets/loc.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/loc.png	(from https://creativefox.studio/)
00:19:02	6744/6744	---M--	200	added ('OK')	font/woff2	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.woff2	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.woff2	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:03	9096/9096	---M--	200	added ('OK')	font/woff	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.woff	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.woff	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:04	15636/15636	---M--	200	added ('OK')	font/ttf	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.ttf	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.ttf	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:04	760971/760971	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Mar%202023%2021:31:32%20GMT	https://creativefox.studio/assets/gallery_lap.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/gallery_lap.png	(from https://creativefox.studio/)
00:19:05	112049/112049	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.svg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.svg	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:08	66432/66432	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/MavenPro-Regular.eot?	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/MavenPro-Regulard41d.eot	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:10	66432/66432	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/MavenPro-Regular.eot	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/MavenPro-Regular.eot	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:10	24568/24568	---M--	200	added ('OK')	font/woff2	date:Mon,%2017%20Apr%202023%2001:00:36%20GMT	https://creativefox.studio/pre_ordered/fonts/MavenPro-Regular.woff2	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/MavenPro-Regular.woff2	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:11	33752/33752	---M--	200	added ('OK')	font/woff	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/MavenPro-Regular.woff	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/MavenPro-Regular.woff	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:11	4008/4008	---M--	200	added ('OK')	font/woff2	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/Couture-Bold.woff2	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/Couture-Bold.woff2	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:12	66240/66240	---M--	200	added ('OK')	font/ttf	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/MavenPro-Regular.ttf	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/MavenPro-Regular.ttf	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:12	238484/238484	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Apr%202023%2001:00:36%20GMT	https://creativefox.studio/pre_ordered/fonts/MavenPro-Regular.svg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/MavenPro-Regular.svg	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:15	15946/15946	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBold.eot?	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/AkiraExpanded-SuperBoldd41d.eot	(from https://creativefox.studio/pre_ordered/css/style.css)
00:19:16	194601/194601	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/03.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/03.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:17	307216/307216	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/09.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/09.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:17	238579/238579	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/02.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/02.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:18	478625/478625	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/04.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/04.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:20	553134/553134	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/10.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/10.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:20	386124/386124	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:29%20GMT	https://creativefox.studio/pre_ordered/images/12.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/12.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:22	421563/421563	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/07.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/07.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:23	250214/250214	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:29%20GMT	https://creativefox.studio/pre_ordered/images/14.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/14.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:24	100542/100542	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:29%20GMT	https://creativefox.studio/pre_ordered/images/19.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/19.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:25	364387/364387	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/15.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/15.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:26	264770/264770	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:29%20GMT	https://creativefox.studio/pre_ordered/images/20.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/20.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:26	416206/416206	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/13.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/13.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:32	44269/44269	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:28%20GMT	https://creativefox.studio/pre_ordered/images/22.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/22.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:35	432355/432355	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:29%20GMT	https://creativefox.studio/pre_ordered/images/18.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/18.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:36	192316/192316	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/23.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/23.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:37	272906/272906	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:29%20GMT	https://creativefox.studio/pre_ordered/images/21.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/21.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:43	430096/430096	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/24.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/24.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:43	26364/26364	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/28.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/28.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:44	460705/460705	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/27.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/27.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:47	418763/418763	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/25.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/25.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:47	179829/179829	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/29.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/29.jpg	(from https://creativefox.studio/pre_ordered/)
00:19:48	173495/173495	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/30.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/30.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:10	441097/441097	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/31.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/31.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:12	330756/330756	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/33.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/33.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:25	150397/150397	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/32.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/32.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:29	214264/214264	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/35.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/35.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:30	303891/303891	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/36.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/36.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:38	368648/368648	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/37.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/37.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:38	463949/463949	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/34.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/34.jpg	(from https://creativefox.studio/pre_ordered/)
00:20:42	356765/356765	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/38.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/38.jpg	(from https://creativefox.studio/pre_ordered/)
